N,P,K,temperature,humidity,ph,rainfall,label
90,60,90,34.9,71,6.565312653,129.9,Cotton
181,122,116,25.3,56.5,6.286515359,260.3,Cotton
160,42,4,23.4,73.2,6.448061578,228.7,Cotton
148,125,108,17.3,86.6,6.585872508,172.2,Cotton
195,4,105,33.4,67.4,5.521466996,280.2,Barley
160,91,108,39,89.4,6.133220586,214.3,Barley
197,157,188,22.8,82.4,6.226289556,149,Barley
150,165,89,23.9,65.2,6.321152192,79.5,Barley
22,28,171,22.4,89,5.587905967,206.4,Barley
23,34,141,23.1,65.7,5.824151693,152.9,Barley
38,140,155,32.3,58,5.772179946,263.3,Barley
123,109,7,16.4,83.7,5.790993052,131.5,Barley
92,54,39,29.2,86.3,6.499226821,190.8,Barley
15,181,56,16.7,68.3,5.658473817,132.1,Barley
69,198,147,26.4,79.9,5.573241391,179.7,Barley
58,139,39,29.8,50.2,6.079497202,180.7,Barley
158,124,113,23.1,45.8,6.383180271,234.3,Barley
106,45,181,23,65.7,5.867420996,129.1,Barley
58,100,193,17,69.8,5.708418722,85.6,Barley
172,4,90,29.4,50,5.7983508,109,Barley
119,90,181,19.5,66,6.28188384,52,Barley
23,191,150,16.5,40.5,5.697945522,240.9,Barley
80,185,92,16.3,86.1,5.605934087,213.6,Barley
49,138,183,30.9,74.3,5.85648105,61.2,Barley
105,24,58,29,59.4,6.041053829,262.8,Barley
171,24,34,32.7,53.8,5.685062404,70.6,Barley
76,140,131,36.6,74.7,5.669489065,78.9,Barley
164,111,59,21.1,54.3,5.751707342,242.7,Barley
79,71,33,15.6,77.2,5.800448951,148.9,Barley
111,86,24,36.5,56.9,5.821347769,162.6,Barley
77,130,14,16.3,71.9,6.28022267,124.3,Barley
78,4,155,29.3,49.5,6.027314401,228.4,Barley
148,72,22,29.4,81.9,5.636687393,209.8,Barley
28,86,119,20.7,85.2,5.559363609,192,Barley
86,130,195,38.4,75.1,5.596449493,93.5,Barley
177,19,56,31.8,48.9,5.893492999,116.1,Barley
97,190,48,18.9,82.5,5.875718516,69.9,Barley
45,149,1,37.6,66.4,6.386021424,263.6,Barley
82,14,198,20,84.3,5.710819862,250.2,Barley
84,121,14,21.6,85.5,5.795985716,266,Barley
162,58,86,34.5,67.3,6.046673619,172.8,Barley
186,168,119,34.4,60.1,6.443382913,62.7,Barley
82,58,118,30.4,71.9,5.617227184,208.6,Barley
189,100,89,25,71,6.442289294,173.3,Barley
106,49,2,39.3,59.5,6.162034371,286.9,Barley
26,58,72,22.7,87.8,5.812781806,150.5,Barley
48,167,181,17.2,62.8,5.765015126,116.7,Barley
138,15,108,23.6,63.7,6.184922574,236.9,Barley
44,146,165,34.6,59.9,5.739652177,284.2,Barley
93,11,154,31.7,68.6,5.824778636,135.4,Barley
76,70,112,24.8,88.5,5.554823557,136.8,Barley
43,85,58,35.5,69.9,6.024248787,94.5,Barley
111,36,136,28.3,52.9,5.631333387,170.9,Barley
2,43,158,15.1,87,5.811975094,150.1,Barley
10,66,62,18.4,70.1,5.730557448,269.3,Barley
151,26,35,17.1,73.4,5.66999105,88.3,Barley
167,89,78,33.9,75,5.682751473,120.6,Barley
53,33,138,21.5,53.7,6.245858905,218.2,Barley
145,194,167,20.1,43,6.017370134,280.3,Barley
50,162,128,23.9,83.5,5.53456749,226.1,Barley
0,27,193,37.3,81.8,5.952367662,208.7,Barley
91,141,20,24,81.4,6.126436584,61.3,Barley
122,60,42,24.9,64.7,6.406818518,189.7,Barley
67,199,66,24,61.9,6.155939453,298.2,Barley
170,72,35,26.1,56.2,5.878568981,174.1,Barley
106,175,11,31.7,89.5,5.935336308,201.5,Barley
55,68,17,23,59.7,5.971332179,279.8,Barley
51,159,91,24.8,59.3,5.67130617,163.2,Barley
153,182,126,29.8,40.5,5.882155988,155,Barley
135,107,107,24.3,70.2,6.08551916,227.7,Barley
25,184,108,28.3,77.1,5.90402645,262.3,Barley
107,76,172,24.7,74.1,6.110218826,80.1,Barley
17,179,33,37.4,72.5,6.212302608,190,Barley
196,68,136,30.9,40,6.142803397,55.5,Barley
33,126,104,28.1,58.9,6.365972688,222.3,Barley
51,0,63,17.6,55.5,6.264202804,208.7,Barley
99,43,118,26,66.6,6.276198595,219.2,Barley
199,22,132,35.5,59.1,5.514253142,63.8,Barley
34,121,15,37,74.9,5.682343744,156,Barley
37,105,132,26.1,61.1,5.830892252,290.4,Barley
21,27,153,32.2,52,5.603413172,176.5,Barley
184,120,56,18.8,45.8,6.0967531,261.3,Barley
179,197,119,15.5,51.6,6.056529526,267.4,Barley
139,97,169,38.2,84,6.160267496,270.1,Barley
5,52,61,22.3,43.5,5.814434775,219.2,Barley
100,133,84,22.3,89.9,5.987262638,191.3,Barley
190,187,175,21.2,59.4,5.570020684,89.9,Barley
127,11,133,31.5,61.4,5.965551311,75.2,Barley
77,92,4,21,59.6,6.062356467,184.7,Barley
63,199,27,16.8,87.9,5.895319002,168.6,Barley
40,163,23,34.6,52.1,6.119432215,180.9,Barley
127,91,28,36.9,52.6,5.624203283,291.6,Barley
64,18,104,15.4,46.2,5.52078314,216.1,Barley
25,115,180,26.6,54.9,5.731535258,52,Barley
198,199,194,37.8,66.5,5.893490899,189.5,Barley
6,194,117,38.9,72.7,5.560521058,233,Barley
119,109,62,35,86.6,6.222390798,105.4,Barley
136,49,154,24.5,87.4,6.071255131,205.9,Barley
5,1,123,24.8,84.2,6.231950009,100.6,Barley
85,144,146,27,74.8,5.889480679,184.6,Barley
170,163,160,28.2,74.3,5.732757516,105.2,Barley
134,35,119,19.4,64,6.400321212,164.1,Barley
37,196,32,27.2,79.8,6.496934492,123.4,Barley
88,51,107,24.6,81.3,6.229498836,63.5,Barley
174,52,15,19.9,67.1,6.354006744,176.5,Barley
37,117,121,39.7,52.5,7.511755068,284.4,Barley
139,12,193,38.1,83,7.335158382,186.1,Barley
180,13,122,27.3,44,7.813916603,100.2,Barley
5,61,31,22.5,66.8,7.129136941,195.9,Barley
44,183,53,34.9,83.4,6.079998496,72.8,Barley
96,173,65,31.3,47.6,7.408939392,133.8,Barley
75,84,29,33.8,48.6,7.207991261,130,Barley
156,170,1,33.6,63.5,7.189259647,233.3,Barley
152,49,12,35.2,87.8,7.365338111,52.8,Barley
190,11,103,23.3,63.6,7.455991072,156.8,Barley
61,91,61,15.7,47.2,6.822282114,146.1,Barley
189,75,55,16.4,65,7.028746406,80.5,Barley
177,70,132,17.2,64.4,6.118430299,209.8,Barley
160,102,2,21.8,44.4,6.285312759,177.9,Barley
83,175,145,33.7,51.9,6.559236744,202.8,Barley
154,145,140,35.9,56.3,7.163245982,258.9,Barley
44,105,84,37.9,40.1,6.945562889,163.2,Barley
73,130,46,32.5,41.5,7.474710503,176.2,Barley
138,186,188,29.4,57.4,7.601189843,154.3,Barley
72,133,152,28.9,78.1,7.561143224,129.2,Barley
83,97,54,22.2,58.5,6.361671475,228.1,Barley
99,191,158,38.5,59.1,6.929216014,290.8,Barley
92,70,65,33.5,67,7.477935216,89.5,Barley
152,85,154,17.3,44.9,7.684420446,228.3,Barley
165,97,124,33.1,56.4,7.825531916,121.7,Barley
32,132,73,30.6,80.2,6.438668989,208.6,Barley
40,184,104,31.4,62.8,6.946354724,299.4,Barley
66,24,33,18.2,76.5,7.994465371,267.1,Barley
168,66,36,15.2,55.5,7.434118807,256.8,Barley
140,164,38,38.2,86.7,7.781988584,256.8,Barley
82,108,131,31.6,54.9,6.052318465,144.2,Barley
108,171,171,26.2,78.1,7.106650373,185.2,Barley
167,169,35,15.4,89.9,6.22094286,155.2,Barley
10,66,65,27.3,61.7,6.420457311,299.7,Barley
37,152,38,35.7,63,6.969249676,269.2,Barley
128,178,110,16.2,49.1,6.011302181,246.5,Barley
13,91,186,23.2,59.8,6.600948788,255.5,Barley
186,24,196,35.5,59.5,7.817846496,287.9,Barley
183,19,100,24.5,83.6,6.8198271,89,Barley
177,68,19,29.2,81.4,7.291405641,51.5,Barley
134,146,83,35.2,68.9,7.598729065,183.3,Barley
99,57,130,24.6,40.7,6.157135092,183.9,Barley
46,74,67,33.9,43,7.1917274,101.8,Barley
172,3,100,19.4,58.3,7.418761774,60.8,Barley
157,174,44,18.5,83.3,6.488221135,285.4,Barley
14,77,35,29.2,67.3,6.044167236,256.7,Barley
147,181,113,30.9,64.9,6.010391864,119.6,Barley
128,123,198,22.8,50.9,6.949838549,226.7,Barley
67,29,87,26.4,73.5,7.907956251,182.5,Barley
85,125,57,30.9,45.1,7.639788459,84.1,Barley
90,92,62,32.8,42.8,7.53350946,275.3,Barley
12,132,7,20.3,89.8,6.251586885,97,Barley
174,187,200,21.7,81.1,6.543191814,85.3,Barley
160,185,192,39.4,87.2,7.651225301,291.3,Barley
108,130,193,19.5,77,6.708889665,53.6,Barley
51,21,86,34,72.2,6.625538653,124.3,Barley
150,97,93,29.5,46.6,6.528354932,260.6,Barley
2,66,57,15.9,63.7,6.450640306,245.3,Barley
195,44,151,20.9,49.3,7.181907673,140.1,Barley
44,177,78,32.2,62.3,7.016482298,55.6,Barley
47,103,149,39.3,81.8,6.388617138,220.8,Barley
103,90,159,23.8,72.9,7.57125447,64.3,Barley
58,112,98,38.8,79.2,7.609348255,236.3,Barley
24,94,169,27,80.1,7.137136973,103.2,Barley
14,174,108,34.4,88.9,6.354022554,126.4,Barley
122,11,96,28.2,71,6.196907944,126.6,Barley
6,5,95,20.6,81.3,7.829507245,110.3,Barley
11,122,182,17.2,61.6,6.395258356,82.7,Barley
161,26,197,33.1,58.1,7.992041984,243.1,Barley
126,186,71,25.1,85,6.583411671,275,Barley
35,157,74,31.8,87.2,6.206053072,261.6,Barley
50,139,38,31.9,60.6,6.976997772,105.3,Barley
82,108,50,29.6,55.5,6.562594972,284.4,Barley
186,93,82,32.6,47.6,7.260416405,254.5,Barley
132,2,120,23.7,88.3,6.460044778,127.2,Barley
6,49,125,40,59.2,6.699164936,113.1,Barley
55,61,133,21.5,87.4,7.401121811,130.9,Barley
34,18,44,17.5,78.9,6.912033409,163.9,Barley
156,59,176,26.1,87.8,7.764040111,79.8,Barley
41,118,5,21,50.1,7.796034006,251,Barley
95,183,134,16.9,69.2,6.969883483,92.9,Barley
37,6,35,29.3,40.9,6.730757538,62.2,Barley
126,146,78,39.1,44.3,6.601395755,116.2,Barley
3,50,116,33.9,56.2,6.465913274,85.2,Barley
59,143,81,37.2,49.8,6.41354791,280.4,Barley
133,2,121,16.6,54.7,6.475275337,91.8,Barley
175,197,138,36.4,54.9,6.407715561,142.4,Barley
80,150,26,38.3,63,6.550814117,153,Barley
184,20,156,15.9,84.4,7.36220835,293.8,Barley
20,49,125,38.1,62.6,7.36549204,279.8,Barley
125,82,199,30.1,52.7,7.8546243,85.9,Barley
14,177,48,35.7,57.4,7.995848977,56.7,Barley
101,139,123,22.2,77.9,6.725600855,235.3,Barley
134,71,146,24.2,71.3,7.786725333,183,Barley
176,42,179,39.8,71.4,7.656978112,284.6,Barley
46,40,120,21.9,73.9,7.105904818,226.9,Barley
186,7,150,27.8,77.9,7.199106204,205.6,Barley
184,177,198,15.3,77.5,7.871063004,137.8,Barley
1,40,181,19.3,78.5,7.566165721,134.7,Barley
27,191,128,39.7,51.7,6.793245417,249,Barley
17,8,109,27,67.3,6.576261427,111.6,Barley
194,18,133,21.7,84.6,6.751452932,282.3,Barley
175,3,36,28.5,63.5,6.560743093,179,Barley
7,177,35,25.1,74.7,6.938313356,215.8,Barley
31,174,185,22.7,86.3,6.991626158,190.9,Barley
86,92,78,36.5,73.6,6.977700268,240.1,Barley
72,138,47,24.3,63.8,6.833768535,66.5,Barley
38,101,64,25.8,89.8,6.739170045,96.2,Barley
180,90,86,24.6,81.2,6.993473247,160.5,Barley
6,97,165,29,73.1,6.757470637,108,Barley
140,137,196,15.8,40.2,6.850663232,139.7,Barley
28,96,57,39.1,76.3,6.74274935,80.1,Barley
18,138,27,32.6,80,6.506120752,198.8,Barley
168,154,23,26.3,52.9,6.98992719,123.5,Barley
157,100,195,30.6,68.8,6.69215564,104.1,Barley
131,92,200,21.8,68.6,6.544029776,128.2,Barley
69,13,67,25.1,53.5,6.927803911,112.6,Barley
187,66,95,31.6,49.5,6.721835879,236.1,Barley
162,200,122,16.1,66.9,6.99223441,125.6,Barley
169,84,96,31.5,69,6.704204398,137.9,Barley
55,141,119,21.2,62.2,6.702424548,274,Barley
3,150,110,17.1,74.1,6.641098708,75.7,Barley
116,9,39,19.1,85.6,6.585346229,216.5,Barley
123,77,11,36,70.4,6.563134737,116.4,Barley
28,192,22,34.9,77.5,6.502289473,89.2,Barley
125,142,37,37.3,82.9,6.800321319,203.5,Barley
35,187,92,33.5,47.8,6.721130543,67,Barley
94,78,109,33.9,47.5,6.574677594,245.9,Barley
131,119,195,33.8,68.9,6.919342407,280,Barley
38,0,122,26.4,71,6.519779583,119.9,Barley
189,2,56,31.6,81.6,6.687088098,199.7,Barley
12,139,68,15.6,68.8,6.747975732,104.6,Barley
175,178,182,35.2,64.9,6.65149129,138.2,Barley
63,131,42,23.9,70.3,6.502675132,262,Barley
64,35,5,28,40.3,6.825371185,122,Barley
126,159,31,18.9,71.2,6.99104104,236.6,Barley
1,170,86,21.9,63.1,6.511624841,188.9,Barley
55,191,118,39.7,84,6.93172108,198.7,Barley
181,58,109,33.3,56.8,6.712772333,114.8,Barley
119,98,198,22.8,65.2,6.63016515,56.9,Barley
36,17,45,18.5,69.8,6.761953186,206.4,Barley
134,119,15,17.9,63.8,6.691202286,260.5,Barley
66,104,134,29.3,52.1,6.608667684,298.8,Barley
135,178,48,35.1,44.8,6.840802254,299.4,Barley
83,1,4,21.9,68,6.834808348,87.6,Barley
90,74,125,39.6,50,6.953439161,177,Barley
115,179,184,37.9,55.1,6.665024508,171.2,Barley
9,148,38,37,52.6,6.662875839,85.7,Barley
192,96,59,23.5,67.1,6.678695788,195.2,Barley
170,0,41,18,54.3,6.54277684,145.9,Barley
106,42,46,33.6,44,6.839443833,230.4,Barley
38,161,197,28.3,52.1,6.805277038,68.4,Barley
31,134,188,31.5,58.3,6.762522087,80.6,Barley
125,157,59,33.5,44.2,6.678449318,52.4,Barley
98,80,140,28,61.2,6.577192175,113.7,Barley
198,59,62,25.3,78.3,6.734005648,259.4,Barley
173,176,189,19.4,71.9,6.524459342,219,Barley
148,28,22,25.4,88.1,6.501521192,51.1,Barley
80,20,79,33,89.4,6.758479569,55.4,Barley
86,117,97,17.3,87.8,6.676578778,195.1,Barley
120,169,45,23.3,49.7,6.941496806,129.7,Barley
45,14,139,18.9,55.6,6.864143752,102.7,Barley
180,120,82,23.3,61.2,6.583528529,67.1,Barley
191,194,176,25.3,72,6.751747609,240.5,Barley
70,103,67,26.3,88.2,6.893509446,278.8,Barley
79,13,164,27.4,44.7,6.720744449,92.8,Barley
192,155,119,25.8,60.1,6.827812549,173.6,Barley
116,11,74,15,66,6.912299695,104.7,Barley
10,125,127,26,89.6,6.586107335,244.2,Barley
128,97,63,35,63.7,6.827305908,77,Barley
170,22,25,28.4,74.5,6.821774589,178.8,Barley
60,21,64,34,41.3,6.656458831,206.9,Barley
57,18,172,32.6,46.2,6.770384816,293,Barley
152,122,159,18.7,66.1,6.933809743,126.1,Barley
50,185,25,31.3,70.8,6.579441304,279.7,Barley
150,113,47,24.4,62.4,6.92791761,297.6,Barley
56,132,68,39.8,49.8,6.985804083,250.7,Barley
108,61,49,22.4,63,6.612429546,152.5,Barley
149,87,62,31,61.2,6.813383387,121,Barley
145,168,92,34.3,54.8,6.9677596,83.6,Barley
87,142,189,33.8,49.3,6.57398033,58.3,Barley
107,198,82,21.5,80,6.803094965,258.2,Barley
189,124,164,38.3,74.1,6.964955435,97,Barley
78,6,96,28.4,53.1,6.764213299,114.7,Barley
89,144,173,20.6,55.7,6.617703178,237.9,Barley
186,106,175,25.7,44.3,6.52711001,115.6,Barley
11,159,2,17.2,64.8,6.709668804,98.3,Barley
57,124,198,33.9,73.2,6.620729882,249.6,Barley
60,143,0,31.4,54.8,6.583760499,193.3,Barley
182,95,105,26,41.1,6.676407337,278.6,Barley
173,68,109,15.2,67.3,6.751298936,190.5,Barley
50,35,123,29,61.7,6.867554147,217,Barley
46,75,17,16.3,40,6.742490027,143.1,Barley
52,148,61,29.1,88.9,6.986228647,131,Barley
0,127,165,23.2,51.6,6.979102243,229,Barley
178,126,86,25.4,62.6,6.825664782,200.5,Barley
81,142,158,25.5,64.1,6.617066674,87.5,Barley
36,16,192,37.1,40.8,6.551892638,243,Barley
197,18,49,18.1,51.1,6.598860305,206.6,Barley
98,52,199,29.9,44.7,6.420018717,264.9,Sorghum
25,59,1,36.6,73.5,5.740054567,170.8,Sorghum
109,150,7,16.5,63.5,5.686972967,163,Sorghum
126,45,28,35.6,83,6.293662363,157.2,Sorghum
14,78,195,38.7,47.1,6.381975465,216,Sorghum
199,44,129,19.4,58.3,5.542169139,184.3,Sorghum
52,144,35,35.1,67.5,5.551963184,171.6,Sorghum
122,3,28,26.7,80.2,5.860740481,260.7,Sorghum
46,25,84,23.1,43.1,5.558807063,162.5,Sorghum
126,53,160,31.9,79,5.55771171,68.3,Sorghum
6,27,194,29,80.6,5.568365926,154.4,Sorghum
153,124,151,17.9,53.9,6.07071786,299.6,Sorghum
183,24,35,24.9,44.6,5.627860549,279.2,Sorghum
143,140,184,22.7,85.3,6.38488418,65.8,Sorghum
37,132,121,25.9,63.1,5.685889066,279.1,Sorghum
98,94,163,18.1,56.5,6.234458417,177,Sorghum
62,145,138,33.8,61.2,6.443168642,98,Sorghum
184,54,73,22.8,73.4,5.842317989,116.9,Sorghum
193,195,161,29.4,59.3,5.955742971,82.4,Sorghum
112,98,183,24.8,67.9,5.741367375,129.1,Sorghum
143,93,93,21.4,61.2,5.948342571,283.2,Sorghum
102,143,64,40,44.7,6.387067562,84.4,Sorghum
18,192,192,39.9,71.9,5.562911913,80.4,Sorghum
183,132,183,38.4,51.6,5.85971872,144.4,Sorghum
32,151,132,25.9,45.9,6.282955073,192.3,Sorghum
191,156,173,18.2,83.3,6.25449571,89.7,Sorghum
184,153,150,20.2,69.9,5.973853124,162.5,Sorghum
189,90,91,19.7,43.1,6.081568052,267.2,Sorghum
161,58,49,17.9,59.2,6.37466756,160.2,Sorghum
196,89,94,23.8,69,6.027707171,69.5,Sorghum
87,64,181,29.1,58,5.868285082,140.5,Sorghum
59,178,38,29.2,79.4,6.205931638,69.2,Sorghum
107,184,184,18.1,58.1,5.570745386,130.1,Sorghum
56,131,21,24.9,76.3,6.095261013,233.2,Sorghum
124,7,40,23,47.2,6.025789594,276.9,Sorghum
94,99,158,27,75.9,5.542873799,210.8,Sorghum
18,176,108,38.1,71.8,6.366219551,234.3,Sorghum
5,157,146,35.4,44.4,5.579845008,131.2,Sorghum
180,115,159,16.1,62.9,5.804965067,291.5,Sorghum
48,111,71,35,80.8,6.121005506,272.8,Sorghum
49,146,5,36.8,56.4,6.000248647,54.5,Sorghum
75,21,49,23.6,70.3,5.820978791,157.5,Sorghum
71,46,42,19,65.4,5.620733794,291.9,Sorghum
70,137,80,28.3,54.7,6.001936419,231.9,Sorghum
168,83,122,31.2,80.2,6.305740522,202.3,Sorghum
52,48,200,23.1,46.6,6.362544111,245.7,Sorghum
179,108,132,37.7,64.3,5.588655387,261,Sorghum
17,160,109,23.5,80,6.182232762,216,Sorghum
52,147,184,29.8,56,5.959493188,175.7,Sorghum
52,19,125,22.3,50.1,5.677282678,267.2,Sorghum
115,2,134,25.3,87.6,5.612122797,84.2,Sorghum
147,135,50,33.4,84.1,6.206077742,151.6,Sorghum
162,165,80,37.9,47.5,5.764812076,219.9,Sorghum
74,26,25,17.1,60.4,6.203376525,178.7,Sorghum
153,50,27,28.4,54.6,6.143662699,256.3,Sorghum
165,195,31,32.5,70.6,6.100429497,146.1,Sorghum
89,148,164,16.6,42.4,5.708409601,166.7,Sorghum
199,19,39,23.9,69.3,5.868255858,158.4,Sorghum
30,156,138,29.6,40.2,6.461225827,284.7,Sorghum
48,50,192,25.1,63.1,6.165084855,125.3,Sorghum
95,95,79,38.8,55.5,6.047044342,148.9,Sorghum
186,60,33,26.2,68.7,6.137102505,250.8,Sorghum
36,183,162,38.9,85.6,5.894027065,233.5,Sorghum
126,7,73,21.5,55.1,5.56222383,91.9,Sorghum
93,133,121,38.8,61.7,5.832608028,60.5,Sorghum
20,107,85,28.9,79.4,6.218571874,272.9,Sorghum
17,71,89,18.3,44.3,6.142010637,218.5,Sorghum
85,193,135,32.7,50,6.078807239,69.5,Sorghum
110,37,114,34.5,63.8,5.702484758,237.5,Sorghum
88,52,3,34.1,52.2,5.547594847,238.4,Sorghum
156,6,173,39.9,80.8,5.836075368,289.1,Sorghum
18,93,49,36.3,68.8,6.231662767,153.4,Sorghum
152,178,39,19.7,43.8,5.718120393,141.9,Sorghum
55,143,171,15.8,40.2,5.852038202,98,Sorghum
100,110,95,21.1,77.2,5.547933273,249.9,Sorghum
124,171,150,32,44.6,6.156259104,62.2,Sorghum
147,172,26,32.3,81.8,6.436314406,133,Sorghum
34,79,177,24.4,77.9,5.981169595,131.2,Sorghum
86,168,57,30,79.8,6.271952833,106.2,Sorghum
80,131,113,25.6,45.8,6.470465614,87.4,Sorghum
124,1,161,22.6,77.7,6.141502001,82.3,Sorghum
128,143,194,21,70.2,5.826381164,101.5,Sorghum
25,148,67,23.5,56.6,6.342463714,122.2,Sorghum
140,173,113,28.2,62.8,6.071897347,58.2,Sorghum
123,148,73,36,56.6,6.331051715,270.7,Sorghum
185,0,18,23.1,44.4,6.413184638,121.6,Sorghum
108,70,177,33.9,84.6,5.50158009,186.6,Sorghum
54,175,151,19.7,49.8,6.338720873,98.8,Sorghum
63,76,162,28.4,44,6.015672239,82.9,Sorghum
130,57,68,33.3,75.3,5.735364307,123.7,Sorghum
114,39,150,25,61,6.465906333,237.6,Sorghum
122,185,159,34.2,52.7,5.855457599,269.7,Sorghum
22,147,176,35.3,53.5,6.318552973,131.5,Sorghum
129,1,167,15.8,61.1,6.006784979,286.4,Sorghum
62,136,37,35.8,57,6.008386283,251.7,Sorghum
180,82,149,37.3,55.4,5.665785202,153.3,Sorghum
4,102,64,31.9,72.1,5.764615485,138.7,Sorghum
142,115,133,38,46,5.901495544,250,Sorghum
79,104,177,37.2,40.7,5.779032666,124.9,Sorghum
59,8,121,17.3,40.1,5.67154928,114.2,Sorghum
15,103,124,26.4,88.1,7.231324765,271,Sorghum
176,2,129,36.2,64.3,6.925412377,76.4,Sorghum
150,112,186,17.8,46.3,7.633437412,122,Sorghum
142,50,49,26.8,50.3,6.827354668,148.6,Sorghum
77,17,196,33.9,85.4,6.176716425,177.1,Sorghum
44,104,169,22.5,84.2,6.628722836,194.8,Sorghum
138,12,8,34.1,88,7.256877571,226.9,Sorghum
72,200,27,22,88.5,6.443785385,138.1,Sorghum
54,23,166,31.3,55.3,7.723240151,278.7,Sorghum
147,77,92,18.2,44.7,5.947448589,295.7,Sorghum
93,137,19,35.6,63.1,7.227745516,155.7,Sorghum
90,37,12,26,77.4,6.219469084,59,Sorghum
164,74,132,22.1,71.4,6.021439523,253.4,Sorghum
200,168,104,39.5,89,6.253343655,226.5,Sorghum
106,127,197,25.8,72.9,6.187455799,95.5,Sorghum
105,199,173,25.3,77.3,7.057693366,208.5,Sorghum
105,100,197,24.3,84.9,6.720449769,200.9,Sorghum
27,129,23,37.7,83.2,6.431689506,273.7,Sorghum
143,180,196,29.7,59.4,7.453106264,292.8,Sorghum
45,115,169,25.7,68.8,7.368258226,281,Sorghum
121,164,30,33.4,69.9,7.352401887,185.2,Sorghum
116,115,60,23,84.8,6.652143699,116.9,Sorghum
133,41,23,33.9,42.2,6.144631795,211.3,Sorghum
110,57,171,22.2,78.7,7.318802162,129.6,Sorghum
35,167,189,15.2,43.8,7.954629324,113.1,Sorghum
124,186,13,22.1,54.3,6.207652157,51,Sorghum
179,13,142,16.1,55.8,6.631005298,153,Sorghum
95,48,163,21.3,53.9,7.306918817,154.3,Sorghum
19,38,83,28.5,66.6,5.898293044,297.5,Sorghum
24,100,43,16.2,66.5,7.238566893,71.6,Sorghum
191,90,26,28.8,71.5,7.977651226,239.6,Sorghum
157,147,129,29.8,63,5.983075895,91.2,Sorghum
18,90,52,35.3,88.7,6.785723961,137.5,Sorghum
23,186,26,33.8,44.2,7.393441155,112.6,Sorghum
178,0,86,37.3,88.1,6.486068274,177.3,Sorghum
26,85,158,19.8,83.8,7.175934962,258.1,Sorghum
134,142,26,37,58.8,7.388265888,86.8,Sorghum
96,73,135,28.6,74,6.10539819,73.9,Sorghum
58,82,72,37.9,87,6.419536555,193.1,Sorghum
43,159,4,15.6,45.8,6.307585854,113.8,Sorghum
6,105,20,24.3,78.3,6.93221485,272.2,Sorghum
81,35,27,30,45.8,7.810865753,174.8,Sorghum
41,116,142,19.5,49.7,6.527541661,55,Sorghum
17,106,57,18.6,64.6,7.569454601,210.4,Sorghum
130,2,163,37,54.7,7.041065585,82.2,Sorghum
58,86,83,37.6,82.5,7.208795456,91,Sorghum
175,197,37,29.4,43.7,6.814341946,230.2,Sorghum
189,136,46,33.7,74.3,7.442217061,224.6,Sorghum
8,74,155,19.6,46,6.854558957,112.4,Sorghum
28,86,71,39.7,64.9,7.884550475,100.6,Sorghum
12,49,184,15.8,41,6.006085786,221.9,Sorghum
151,154,148,18.9,88.4,7.432043735,61.9,Sorghum
84,44,9,37.3,77.6,6.498052108,100.6,Sorghum
69,72,68,30.4,63.9,6.205263534,214.3,Sorghum
139,145,155,26.1,41.4,6.360812227,60.5,Sorghum
122,1,162,24.8,78.3,7.046607434,238.4,Sorghum
34,103,15,36.6,80.5,7.947011366,129.7,Sorghum
57,176,34,35.7,43.1,6.281913858,171.1,Sorghum
69,48,55,27.4,73.5,6.114525877,223,Sorghum
172,125,197,16.7,52.4,6.753978061,208.4,Sorghum
40,56,41,20.8,76.1,7.425041316,273,Sorghum
55,156,142,38.4,78.1,6.745104394,124,Sorghum
126,53,54,30.1,77.4,7.641116569,59.7,Sorghum
136,118,102,21.7,79.3,6.470135478,296.2,Sorghum
56,89,156,36.8,55.5,7.091992365,240.8,Sorghum
60,1,11,38.9,74.5,6.520403794,170.3,Sorghum
86,81,51,16.6,69.3,6.127939628,218.6,Sorghum
0,147,0,18.3,49.8,7.994679507,51.5,Sorghum
58,49,126,30.7,55,7.524707577,140.4,Sorghum
168,157,35,28,69.6,7.827877818,163.2,Sorghum
157,91,170,26.9,66.4,6.436691764,109.9,Sorghum
17,150,192,18,77.8,5.907930899,271.9,Sorghum
192,174,152,18.5,53.2,6.135025006,95.6,Sorghum
151,40,93,39,47.6,6.044556594,169.2,Sorghum
25,116,32,17.7,52.8,7.59781958,120.4,Sorghum
42,78,95,21.4,72.7,6.691268104,204.6,Sorghum
171,152,10,24.1,72.9,6.175492306,157.2,Sorghum
138,200,106,20,82.3,7.272316209,106.9,Sorghum
125,109,10,24.9,78,5.801047545,253,Sorghum
173,191,146,16.7,63.4,6.757457943,132.4,Sorghum
78,75,36,24.9,53,6.983395573,169,Sorghum
14,148,109,29.5,80.3,7.976889498,88.7,Sorghum
68,104,191,26.7,63.9,6.558902588,82.3,Sorghum
130,146,38,35.9,63.4,7.979090365,244.5,Sorghum
128,26,68,34.1,86.8,7.903528673,258.9,Sorghum
14,43,49,30.6,65.5,6.73210948,166.7,Sorghum
160,136,19,23.1,58.4,6.691690476,132.3,Sorghum
139,177,48,20.7,67.9,7.839849298,56.9,Sorghum
181,154,136,15.9,86.6,6.61448588,223.6,Sorghum
104,80,111,32.6,58.2,7.456971816,78.7,Sorghum
137,174,23,15.2,41.9,7.2942193,66.6,Sorghum
111,111,54,17.8,86.8,7.762647875,293.7,Sorghum
7,134,168,28,53.7,6.363406102,163.7,Sorghum
